0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,classe
-0.015154911205172539,0.0837230235338211,-0.019763706251978874,0.016621384769678116,0.06702221930027008,-0.016463568434119225,0.03789820894598961,0.04028785601258278,-0.018104925751686096,0.048380929976701736,0.005464380607008934,-0.02024378441274166,0.047593533992767334,-0.025183651596307755,-0.015514357015490532,0.028888382017612457,0.0036216708831489086,0.0031349502969533205,0.03448275849223137,-0.012364013120532036,-0.017260076478123665,0.033220771700143814,0.004716723691672087,-0.0263687577098608,0.025001786649227142,0.028287701308727264,-0.017284443601965904,0.0054718563333153725,-0.003111175261437893,0.003428548341616988,0.013387635350227356,-0.01979530230164528,-0.019511472433805466,0.016777949407696724,0.004856474231928587,-0.03116082400083542,0.009702267125248909,0.02933848276734352,-0.021904774010181427,-0.01878100074827671,-0.0027602831833064556,-0.0014477253425866365,-0.008748158812522888,-0.020214876160025597,-0.02651515230536461,-0.0032588422764092684,0.003799458034336567,-0.03542819246649742,-0.007243409287184477,0.02630043774843216,-0.026220502331852913,-0.03565888851881027,0.007922813296318054,-0.011786065064370632,-0.030020931735634804,-0.013157129287719727,-0.029493190348148346,-0.01904420740902424,0.0048929136246442795,-0.04436845704913139,-0.022142622619867325,0.026663485914468765,-0.03421103581786156,a
-0.017469696700572968,0.08912944793701172,-0.02469663694500923,0.017671914771199226,0.0701804831624031,-0.018929872661828995,0.03713586926460266,0.0423913300037384,-0.020137276500463486,0.04795769229531288,0.006557620596140623,-0.020810211077332497,0.04562099277973175,-0.022759027779102325,-0.019054312258958817,0.0296628475189209,0.001767448615282774,0.005226737819612026,0.037216946482658386,-0.014720164239406586,-0.014247761107981205,0.03549274802207947,0.002847041003406048,-0.02536523900926113,0.029114775359630585,0.02863113209605217,-0.0165388323366642,0.005598939955234528,-0.004178470931947231,0.003937817178666592,0.014190329238772392,-0.02144077979028225,-0.019588639959692955,0.017011668533086777,0.0029140524566173553,-0.0327109768986702,0.011620096862316132,0.028760239481925964,-0.02487351931631565,-0.019900057464838028,-0.0016943388618528843,-0.0026359879411756992,-0.00752537464722991,-0.020172595977783203,-0.027150968089699745,-0.0016362143214792013,0.003937960136681795,-0.03806598111987114,-0.006957142613828182,0.028316348791122437,-0.03098990023136139,-0.036836251616477966,0.007362285628914833,-0.014827169477939606,-0.030868321657180786,-0.013762839138507843,-0.03333155810832977,-0.020168304443359375,0.004790601786226034,-0.048957593739032745,-0.02299734577536583,0.02561206743121147,-0.040156956762075424,a
-0.01860763132572174,0.08846423029899597,-0.03468640521168709,0.01734062097966671,0.06931427121162415,-0.02747884951531887,0.036115292459726334,0.04158946871757507,-0.026058176532387733,0.04678214713931084,0.005513118579983711,-0.022446507588028908,0.044548384845256805,-0.02466220036149025,-0.015266356989741325,0.029518622905015945,0.0027799615636467934,0.004258294589817524,0.03655228018760681,-0.013309146277606487,-0.014856205321848392,0.03450797125697136,0.0038841888308525085,-0.026619987562298775,0.027271699160337448,0.03038482740521431,-0.01867007277905941,0.0057327901013195515,-0.003426786744967103,0.004182388540357351,0.013247540220618248,-0.019423753023147583,-0.019324438646435738,0.015723969787359238,0.003654112108051777,-0.033130280673503876,0.010251596570014954,0.028641365468502045,-0.023058878257870674,-0.0196074191480875,-0.0029611492063850164,-0.0020338636822998524,-0.008202821016311646,-0.01903221383690834,-0.027811303734779358,-0.0034101896453648806,0.0050053950399160385,-0.03904302418231964,-0.007750095333904028,0.027856796979904175,-0.03072650544345379,-0.03662750869989395,0.005497604608535767,-0.015005495399236679,-0.0312800370156765,-0.015631387010216713,-0.03441989794373512,-0.021919995546340942,0.0027100066654384136,-0.05056435242295265,-0.024800293147563934,0.022225087508559227,-0.041706282645463943,a
-0.018881313502788544,0.08980568498373032,-0.033931929618120193,0.017603829503059387,0.06952708959579468,-0.027085931971669197,0.036691464483737946,0.042035773396492004,-0.025525199249386787,0.04754522815346718,0.006476062349975109,-0.022218279540538788,0.04578912630677223,-0.02371218428015709,-0.01663026586174965,0.029524654150009155,0.0025054560974240303,0.0049723489210009575,0.03782770782709122,-0.01322568766772747,-0.014917990192770958,0.036070115864276886,0.0032616667449474335,-0.026497380807995796,0.028936443850398064,0.029238440096378326,-0.018321465700864792,0.005751193501055241,-0.0037714559584856033,0.004514537751674652,0.014615978114306927,-0.019964436069130898,-0.018892411142587662,0.01692478358745575,0.002897391328588128,-0.03332023322582245,0.011737986467778683,0.02745719440281391,-0.02428145334124565,-0.019515909254550934,-0.002832511207088828,-0.002324061468243599,-0.007952460087835789,-0.019557660445570946,-0.027292629703879356,-0.00269813509657979,0.004049622919410467,-0.03916938602924347,-0.006883157417178154,0.028201786801218987,-0.03247147053480148,-0.036696746945381165,0.005954885855317116,-0.015869736671447754,-0.03177203610539436,-0.016675438731908798,-0.034123506397008896,-0.02175033651292324,0.00027670571580529213,-0.050739139318466187,-0.02340111881494522,0.019763704389333725,-0.042837440967559814,a
-0.018109742552042007,0.08899790048599243,-0.03220680356025696,0.016747334972023964,0.06892237067222595,-0.024992644786834717,0.03687673062086105,0.042021218687295914,-0.023325635120272636,0.04766693338751793,0.007720947265625,-0.021083706989884377,0.044757477939128876,-0.02260659635066986,-0.016719147562980652,0.029145698994398117,0.002358640544116497,0.004988603759557009,0.03572486713528633,-0.01204990316182375,-0.014757043682038784,0.03420975059270859,0.004983933176845312,-0.025912582874298096,0.027385763823986053,0.030927982181310654,-0.015753544867038727,0.0056280395947396755,-0.003898516297340393,0.004631004296243191,0.013335803523659706,-0.019605422392487526,-0.019626084715127945,0.015962569043040276,0.003977102693170309,-0.032746776938438416,0.011486420407891273,0.02780875563621521,-0.023244356736540794,-0.0190582312643528,-0.0026162387803196907,-0.0025830117519944906,-0.009152617305517197,-0.019031420350074768,-0.027561338618397713,-0.002729964442551136,0.004107133951038122,-0.03944055363535881,-0.006470285821706057,0.02910040318965912,-0.03141678124666214,-0.03553083911538124,0.006539922207593918,-0.016165630891919136,-0.030975347384810448,-0.015065337531268597,-0.03457073122262955,-0.020478054881095886,0.0018852376379072666,-0.05096254125237465,-0.022765599191188812,0.02151990309357643,-0.04148755967617035,a
-0.018559083342552185,0.08926233649253845,-0.02527131512761116,0.016171054914593697,0.06987039744853973,-0.019385576248168945,0.03649960085749626,0.04286741837859154,-0.019481729716062546,0.0476418137550354,0.008800878189504147,-0.01968434453010559,0.044766899198293686,-0.02107338234782219,-0.016469808295369148,0.029381783679127693,0.002605038695037365,0.004751076456159353,0.03604535013437271,-0.011624417267739773,-0.015053617767989635,0.034235142171382904,0.005285024177283049,-0.0254821814596653,0.02675151452422142,0.030609536916017532,-0.014751330018043518,0.005667738150805235,-0.0039013931527733803,0.0041904146783053875,0.013075312599539757,-0.018884895369410515,-0.020817503333091736,0.015632232651114464,0.00522757600992918,-0.03291844576597214,0.011468988843262196,0.0278827715665102,-0.022420337423682213,-0.01921067386865616,-0.002762227552011609,-0.0025733786169439554,-0.009021103382110596,-0.018153700977563858,-0.02820225991308689,-0.003194238292053342,0.005556671880185604,-0.039219971746206284,-0.006790338084101677,0.02974427491426468,-0.03053835779428482,-0.03601086884737015,0.006936193443834782,-0.01533085573464632,-0.031140591949224472,-0.013973461464047432,-0.03384342044591904,-0.020747605711221695,0.0031752786599099636,-0.05019482597708702,-0.023264193907380104,0.022196881473064423,-0.040217962116003036,a
-0.018248176202178,0.08949779719114304,-0.027599629014730453,0.016879843547940254,0.0695478767156601,-0.021533643826842308,0.03693427890539169,0.042753759771585464,-0.020796962082386017,0.048743024468421936,0.00810845848172903,-0.01959363929927349,0.04611087590456009,-0.02181963250041008,-0.016009937971830368,0.029133113101124763,0.0023012012243270874,0.005064391531050205,0.03658311814069748,-0.01196393184363842,-0.015723351389169693,0.03514867275953293,0.005576835013926029,-0.026258369907736778,0.027054686099290848,0.030690167099237442,-0.014370948076248169,0.005670952145010233,-0.0039057598914951086,0.004176896531134844,0.013675953261554241,-0.019115356728434563,-0.020220335572957993,0.016542702913284302,0.005375948268920183,-0.032050348818302155,0.010420245118439198,0.028117692098021507,-0.02036892995238304,-0.01893153414130211,-0.00259436946362257,-0.0028863814659416676,-0.008260741829872131,-0.018104061484336853,-0.028067270293831825,-0.002139603951945901,0.005184657406061888,-0.038669608533382416,-0.007131812162697315,0.02812662161886692,-0.02897922322154045,-0.035806071013212204,0.007072438485920429,-0.01596723310649395,-0.030870705842971802,-0.014818569645285606,-0.0345563106238842,-0.020304128527641296,0.002147697377949953,-0.05051504820585251,-0.023419562727212906,0.020612502470612526,-0.04064144939184189,a
-0.01820479705929756,0.08943816274404526,-0.027703946456313133,0.016336532309651375,0.06962303817272186,-0.021439582109451294,0.036867182701826096,0.04271233454346657,-0.02041975036263466,0.04926205798983574,0.008225136436522007,-0.019115043804049492,0.04594875127077103,-0.022102173417806625,-0.0156448595225811,0.0290811900049448,0.0018549724481999874,0.005475739948451519,0.036103785037994385,-0.012952658347785473,-0.01513237040489912,0.0350508876144886,0.004653923213481903,-0.025784609839320183,0.02699824422597885,0.030547594651579857,-0.01499137096107006,0.005498576443642378,-0.004007329698652029,0.004300585016608238,0.013359470292925835,-0.019546911120414734,-0.020378440618515015,0.016419323161244392,0.004258602857589722,-0.03300532326102257,0.011327668093144894,0.027178265154361725,-0.021859290078282356,-0.01893327757716179,-0.002446703612804413,-0.0030300961807370186,-0.008302146568894386,-0.018581878393888474,-0.028287511318922043,-0.001949418568983674,0.005339688155800104,-0.03949422761797905,-0.006200123578310013,0.02880159765481949,-0.029926443472504616,-0.03575979918241501,0.007311983034014702,-0.016432780772447586,-0.030945513397455215,-0.014541568234562874,-0.03509191423654556,-0.020122645422816277,0.002524374984204769,-0.05117803439497948,-0.02238796465098858,0.021334636956453323,-0.041493382304906845,a
-0.017471594735980034,0.08958645910024643,-0.02868928201496601,0.0170118510723114,0.06998861581087112,-0.021700957790017128,0.03645634278655052,0.042869195342063904,-0.021365955471992493,0.04821811243891716,0.008013700135052204,-0.020424259826540947,0.04504908248782158,-0.021575290709733963,-0.016608236357569695,0.02886815182864666,0.0021937028504908085,0.005419068969786167,0.036424972116947174,-0.012151245027780533,-0.015242205932736397,0.03530421108007431,0.005089774262160063,-0.025617102161049843,0.026895888149738312,0.031326644122600555,-0.015687480568885803,0.005371270701289177,-0.003812371287494898,0.004090392030775547,0.013909958302974701,-0.019456876441836357,-0.020112041383981705,0.01635657623410225,0.0046257502399384975,-0.0327589251101017,0.011081336066126823,0.028152963146567345,-0.022237902507185936,-0.018932035192847252,-0.0024440346751362085,-0.0030673472210764885,-0.007860448211431503,-0.01832565665245056,-0.028247440233826637,-0.002407742664217949,0.005919464398175478,-0.0392749197781086,-0.00653157290071249,0.02918691188097,-0.030086474493145943,-0.0356401726603508,0.007057130336761475,-0.016157764941453934,-0.030789677053689957,-0.014684224501252174,-0.03514799848198891,-0.02041909284889698,0.0030633616261184216,-0.05129288136959076,-0.022691067308187485,0.022094780579209328,-0.041337959468364716,a
-0.018777262419462204,0.08888747543096542,-0.029449203982949257,0.016991032287478447,0.06931525468826294,-0.02338043414056301,0.0366438627243042,0.04200895130634308,-0.022250397130846977,0.0485987551510334,0.0073732840828597546,-0.020681273192167282,0.04591469466686249,-0.02237284556031227,-0.01522783562541008,0.029697062447667122,0.002060418948531151,0.004782939329743385,0.03712235391139984,-0.01218732725828886,-0.015049479901790619,0.035208821296691895,0.004805461037904024,-0.025928201153874397,0.02680378407239914,0.030658816918730736,-0.01630505733191967,0.00569058395922184,-0.003777654841542244,0.004256544169038534,0.013315664604306221,-0.01967126503586769,-0.0197409950196743,0.016012240201234818,0.004170930478721857,-0.033040087670087814,0.010601850226521492,0.027089912444353104,-0.023147644475102425,-0.019213689491152763,-0.0029076607897877693,-0.002495867433026433,-0.008987687528133392,-0.018220823258161545,-0.027615966275334358,-0.0031367470510303974,0.005046416539698839,-0.03981997072696686,-0.0072637517005205154,0.02896364964544773,-0.03114490397274494,-0.03656715154647827,0.006307617761194706,-0.01573994942009449,-0.03222963958978653,-0.0154641792178154,-0.03413774445652962,-0.02137024514377117,0.0014288192614912987,-0.0507441982626915,-0.02367488667368889,0.02062837779521942,-0.0425439290702343,a
